URL,Row Type,Qualifier,Seed Keyword,Keyword,Source,Demand Score,Semantic Score,Intent Fit,SV Proxy,Category Tuple,Reason
https://omnipress.com/training/pricing/,Expansion,request,training product pricing omnipress,training product pricing omnipress,Expansion,0.7208,1.0000,1,0.0000,CONVERSION|Training Solutions|General Product/Service|,pool1_existing
https://omnipress.com/training/pricing/,Expansion,application,training product pricing omnipress,application training product pricing omnipress,Expansion,0.6336,0.8000,1,0.0000,CONVERSION|Training Solutions|General Product/Service|,pool1_existing
https://omnipress.com/training/pricing/,Expansion,contact form,training product pricing omnipress,request training product pricing omnipress,Expansion,0.6269,0.8000,1,0.0000,CONVERSION|Training Solutions|General Product/Service|,pool1_existing
https://omnipress.com/training/pricing/,Expansion,request for quote,training product pricing omnipress,quote training product pricing omnipress,Expansion,0.6269,0.8000,1,0.0000,CONVERSION|Training Solutions|General Product/Service|,pool1_existing
https://omnipress.com/training/pricing/,Expansion,demo,training product pricing omnipress,demo training product pricing omnipress,Expansion,0.6267,0.8000,1,0.0000,CONVERSION|Training Solutions|General Product/Service|,pool1_existing
https://omnipress.com/training/pricing/,Expansion,application-2,training product pricing,application training product pricing,Expansion,0.6122,0.7500,1,0.0000,CONVERSION|Training Solutions|General Product/Service|,pool1_existing
https://omnipress.com/training/training-manual-printing/,Primary,,training manual,training manual,SEMrush,0.5940,0.6667,1,0.0000,SERVICE|Training Solutions|Training Manual Printing|commercial,pool1_existing
https://omnipress.com/training/training-manual-printing/,Expansion,custom,training manual printing,training manual printing,Expansion,0.7518,1.0000,1,0.0310,SERVICE|Training Solutions|Training Manual Printing|commercial,pool1_existing
https://omnipress.com/training/training-manual-printing/,Expansion,services,training training manual printing,services training training manual printing,Expansion,0.6297,0.7500,1,0.0000,SERVICE|Training Solutions|Training Manual Printing|commercial,pool1_existing
https://omnipress.com/training/training-manual-printing/,Expansion,professional,manual printing,manual printing,Expansion,0.6297,0.6667,1,0.2034,SERVICE|Training Solutions|Training Manual Printing|commercial,pool1_existing
https://omnipress.com/training/training-manual-printing/,Expansion,best,training training manual printing,best training training manual printing,Expansion,0.6288,0.7500,1,0.0000,SERVICE|Training Solutions|Training Manual Printing|commercial,pool1_existing
https://omnipress.com/training/training-manual-printing/,Expansion,managed,training training manual printing,custom training training manual printing,Expansion,0.6273,0.7500,1,0.0000,SERVICE|Training Solutions|Training Manual Printing|commercial,pool1_existing
https://omnipress.com/training/training-manual-printing/,Expansion,solutions,training training manual printing,professional training training manual printing,Expansion,0.6269,0.7500,1,0.0000,SERVICE|Training Solutions|Training Manual Printing|commercial,pool1_existing
https://omnipress.com/training/training-manual-printing/,Expansion,enterprise,training training manual printing,enterprise training training manual printing,Expansion,0.6267,0.7500,1,0.0000,SERVICE|Training Solutions|Training Manual Printing|commercial,pool1_existing
https://omnipress.com/training/training-manual-printing/,Expansion,managed-2,training training manual printing,managed training training manual printing,Expansion,0.6267,0.7500,1,0.0000,SERVICE|Training Solutions|Training Manual Printing|commercial,pool1_existing
https://omnipress.com/training/training-manual-printing/,Expansion,solutions-2,training training manual printing,solutions training training manual printing,Expansion,0.6267,0.7500,1,0.0000,SERVICE|Training Solutions|Training Manual Printing|commercial,pool1_existing
https://omnipress.com/support/,Primary,,support,support,SEMrush,0.7018,1.0000,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/support/,Expansion,official,omnipress support,omnipress support,Expansion,0.7103,1.0000,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/support/,Expansion,support,support omnipress,support omnipress,Expansion,0.7103,1.0000,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/support/,Expansion,contact,support omnipress help knowledge,support omnipress help knowledge,Expansion,0.6153,0.8000,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/support/,Expansion,application,omnipress support,application omnipress support,Expansion,0.5684,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/support/,Expansion,newsletter,support omnipress,application support omnipress,Expansion,0.5684,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/support/,Expansion,careers,support omnipress help knowledge,application support omnipress help knowledge,Expansion,0.5612,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/support/,Expansion,about,omnipress support,careers omnipress support,Expansion,0.5580,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/support/,Expansion,form,support omnipress,careers support omnipress,Expansion,0.5580,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/newsletter-signup/,Primary,,newsletter signup,newsletter signup,SEMrush,0.7017,1.0000,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/newsletter-signup/,Expansion,newsletter,omnipress newsletter signup omnipress,omnipress newsletter signup omnipress,Expansion,0.7103,1.0000,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/newsletter-signup/,Expansion,official,omnipress newsletter signup omnipress,application omnipress newsletter signup omnipress,Expansion,0.6026,0.7500,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/newsletter-signup/,Expansion,application,omnipress newsletter signup,application omnipress newsletter signup,Expansion,0.6017,0.7500,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/newsletter-signup/,Expansion,careers,omnipress newsletter signup omnipress,careers omnipress newsletter signup omnipress,Expansion,0.5964,0.7500,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/newsletter-signup/,Expansion,contact,omnipress newsletter signup omnipress,contact omnipress newsletter signup omnipress,Expansion,0.5963,0.7500,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/newsletter-signup/,Expansion,form,omnipress newsletter signup omnipress,form omnipress newsletter signup omnipress,Expansion,0.5962,0.7500,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/newsletter-signup/,Expansion,about,omnipress newsletter signup omnipress,about omnipress newsletter signup omnipress,Expansion,0.5962,0.7500,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/newsletter-signup/,Expansion,support,omnipress newsletter signup omnipress,support omnipress newsletter signup omnipress,Expansion,0.5961,0.7500,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/contact/,Primary,,contact,contact,SEMrush,0.7029,1.0000,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/contact/,Expansion,contact,contact omnipress,contact omnipress,Expansion,0.7109,1.0000,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/contact/,Expansion,official,contact us,contact us,Expansion,0.7018,1.0000,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/contact/,Expansion,application,contact omnipress,application contact omnipress,Expansion,0.5688,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/contact/,Expansion,support,contact us,application contact us,Expansion,0.5628,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/contact/,Expansion,careers,contact omnipress,careers contact omnipress,Expansion,0.5584,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/contact/,Expansion,form,contact omnipress,form contact omnipress,Expansion,0.5581,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/contact/,Expansion,about,contact omnipress,about contact omnipress,Expansion,0.5580,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/contact/,Expansion,newsletter,contact omnipress,newsletter contact omnipress,Expansion,0.5579,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/printer-quiz/,Primary,,print partner,print partner,SEMrush,0.3578,0.1818,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/printer-quiz/,Expansion,application,printer quiz,application printer quiz,Expansion,0.5625,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/printer-quiz/,Expansion,careers,printer quiz,careers printer quiz,Expansion,0.5521,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/printer-quiz/,Expansion,contact,printer quiz,contact printer quiz,Expansion,0.5519,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/printer-quiz/,Expansion,form,printer quiz,form printer quiz,Expansion,0.5518,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/printer-quiz/,Expansion,about,printer quiz,about printer quiz,Expansion,0.5517,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/printer-quiz/,Expansion,newsletter,printer quiz,newsletter printer quiz,Expansion,0.5516,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/printer-quiz/,Expansion,support,printer quiz,support printer quiz,Expansion,0.5516,0.6667,1,0.0000,UTILITY|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/conferences/pricing/,Primary,,conference product pricing,conference product pricing,SEMrush,0.7186,1.0000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/pricing/,Expansion,quote,conference product pricing omnipress,conference product pricing omnipress,Expansion,0.7187,1.0000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/pricing/,Expansion,pricing,pricing conference product,pricing conference product,Expansion,0.7186,1.0000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/pricing/,Expansion,request,conferences pricing,conferences pricing,Expansion,0.7075,1.0000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/pricing/,Expansion,application,conference product pricing omnipress,application conference product pricing omnipress,Expansion,0.6319,0.8000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/pricing/,Expansion,contact form,conference product pricing omnipress,request conference product pricing omnipress,Expansion,0.6253,0.8000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/pricing/,Expansion,request for quote,conference product pricing omnipress,quote conference product pricing omnipress,Expansion,0.6252,0.8000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/pricing/,Expansion,demo,conference product pricing omnipress,demo conference product pricing omnipress,Expansion,0.6250,0.8000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/pricing/,Expansion,application-2,conference product pricing,application conference product pricing,Expansion,0.6101,0.7500,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-services/event-services-contact-form/,Primary,,event services contact form,event services contact form,SEMrush,0.6224,0.8000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-services/event-services-contact-form/,Expansion,contact form,conferences event services event,contact form conferences event services event,Expansion,0.7151,1.0000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-services/event-services-contact-form/,Expansion,pricing,conferences event services,contact form conferences event services,Expansion,0.7123,1.0000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-services/event-services-contact-form/,Expansion,quote,omnipress event,contact form omnipress event,Expansion,0.6233,0.8000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-services/event-services-contact-form/,Expansion,request,conferences event,contact form conferences event,Expansion,0.6216,0.8000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-services/event-services-contact-form/,Expansion,application,conferences event services event,application conferences event services event,Expansion,0.4990,0.5000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-services/event-services-contact-form/,Expansion,request for quote,conferences event services,application conferences event services,Expansion,0.4977,0.5000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-services/event-services-contact-form/,Expansion,pricing-2,conferences event services event,pricing conferences event services event,Expansion,0.4926,0.5000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-services/event-services-contact-form/,Expansion,demo,conferences event services event,request conferences event services event,Expansion,0.4924,0.5000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-services/,Primary,,event services,event services,SEMrush,0.5721,0.6667,1,0.0000,SERVICE|Conference Solutions|General Product/Service|commercial,pool1_existing
https://omnipress.com/conferences/event-services/,Expansion,custom,omnipress event,services omnipress event,Expansion,0.7210,1.0000,1,0.0000,SERVICE|Conference Solutions|General Product/Service|commercial,pool1_existing
https://omnipress.com/conferences/event-services/,Expansion,services,omnipress event services,omnipress event services,Expansion,0.7210,1.0000,1,0.0000,SERVICE|Conference Solutions|General Product/Service|commercial,pool1_existing
https://omnipress.com/conferences/event-services/,Expansion,managed,conferences event,services conferences event,Expansion,0.7187,1.0000,1,0.0000,SERVICE|Conference Solutions|General Product/Service|commercial,pool1_existing
https://omnipress.com/conferences/event-services/,Expansion,professional,conferences event services,conferences event services,Expansion,0.7187,1.0000,1,0.0000,SERVICE|Conference Solutions|General Product/Service|commercial,pool1_existing
https://omnipress.com/conferences/event-services/,Expansion,best,omnipress event services,best omnipress event services,Expansion,0.6059,0.7500,1,0.0000,SERVICE|Conference Solutions|General Product/Service|commercial,pool1_existing
https://omnipress.com/conferences/event-services/,Expansion,solutions,best conferences event services,best conferences event services,Expansion,0.6042,0.7500,1,0.0000,SERVICE|Conference Solutions|General Product/Service|commercial,pool1_existing
https://omnipress.com/conferences/event-services/,Expansion,enterprise,omnipress event services,custom omnipress event services,Expansion,0.6041,0.7500,1,0.0000,SERVICE|Conference Solutions|General Product/Service|commercial,pool1_existing
https://omnipress.com/conferences/event-services/,Expansion,professional-2,omnipress event services,professional omnipress event services,Expansion,0.6036,0.7500,1,0.0000,SERVICE|Conference Solutions|General Product/Service|commercial,pool1_existing
https://omnipress.com/conferences/event-swag-bags/request-for-quote/,Primary,,event swag bags request,event swag bags request,SEMrush,0.5588,0.6667,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-swag-bags/request-for-quote/,Expansion,request for quote,conferences event swag bags,request for quote conferences event swag bags,Expansion,0.7081,1.0000,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-swag-bags/request-for-quote/,Expansion,request,conferences event swag bags,request conferences event swag bags,Expansion,0.6344,0.8333,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-swag-bags/request-for-quote/,Expansion,quote,conferences event swag bags,quote conferences event swag bags,Expansion,0.6344,0.8333,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-swag-bags/request-for-quote/,Expansion,pricing,conferences event swag,request for quote conferences event swag,Expansion,0.6343,0.8333,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-swag-bags/request-for-quote/,Expansion,demo,conferences event swag,request conferences event swag,Expansion,0.5613,0.6667,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-swag-bags/request-for-quote/,Expansion,contact form,conferences event swag,quote conferences event swag,Expansion,0.5613,0.6667,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-swag-bags/request-for-quote/,Expansion,application,conferences event,request for quote conferences event,Expansion,0.5610,0.6667,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-swag-bags/request-for-quote/,Expansion,request for quote-2,event swag,request for quote event swag,Expansion,0.5586,0.6667,1,0.0000,CONVERSION|Conference Solutions|General Product/Service|,pool1_existing
https://omnipress.com/conferences/event-swag-bags/,Primary,,event swag bag,event swag bag,SEMrush,0.5981,0.7500,1,0.0000,SERVICE|Conference Solutions|Conference Printing|commercial,pool1_existing
https://omnipress.com/conferences/event-swag-bags/,Expansion,custom,conferences event swag bags,conferences event swag bags,Expansion,0.7114,1.0000,1,0.0000,SERVICE|Conference Solutions|Conference Printing|commercial,pool1_existing
https://omnipress.com/conferences/event-swag-bags/,Expansion,services,conferences event swag bags,services conferences event swag bags,Expansion,0.6221,0.8000,1,0.0000,SERVICE|Conference Solutions|Conference Printing|commercial,pool1_existing
https://omnipress.com/conferences/event-swag-bags/,Expansion,best,conferences event swag bags,best conferences event swag bags,Expansion,0.6212,0.8000,1,0.0000,SERVICE|Conference Solutions|Conference Printing|commercial,pool1_existing
https://omnipress.com/conferences/event-swag-bags/,Expansion,professional,conferences event swag bags,custom conferences event swag bags,Expansion,0.6198,0.8000,1,0.0000,SERVICE|Conference Solutions|Conference Printing|commercial,pool1_existing
https://omnipress.com/conferences/event-swag-bags/,Expansion,managed,conferences event swag bags,professional conferences event swag bags,Expansion,0.6194,0.8000,1,0.0000,SERVICE|Conference Solutions|Conference Printing|commercial,pool1_existing
https://omnipress.com/conferences/event-swag-bags/,Expansion,enterprise,conferences event swag bags,enterprise conferences event swag bags,Expansion,0.6192,0.8000,1,0.0000,SERVICE|Conference Solutions|Conference Printing|commercial,pool1_existing
https://omnipress.com/conferences/event-swag-bags/,Expansion,solutions,conferences event swag bags,managed conferences event swag bags,Expansion,0.6192,0.8000,1,0.0000,SERVICE|Conference Solutions|Conference Printing|commercial,pool1_existing
https://omnipress.com/conferences/event-swag-bags/,Expansion,solutions-2,conferences event swag bags,solutions conferences event swag bags,Expansion,0.6192,0.8000,1,0.0000,SERVICE|Conference Solutions|Conference Printing|commercial,pool1_existing
https://omnipress.com/careers/omnipress-application-form/,Primary,,application employment,application for employment,SEMrush,0.7175,1.0000,1,0.0000,CAREER|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/omnipress-application-form/,Expansion,application,application employment,application employment,Expansion,0.7175,1.0000,1,0.0000,CAREER|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/omnipress-application-form/,Expansion,form,careers omnipress application,form careers omnipress application,Expansion,0.7148,1.0000,1,0.0000,CAREER|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/omnipress-application-form/,Expansion,contact,careers omnipress application form,contact careers omnipress application form,Expansion,0.6224,0.8000,1,0.0000,CAREER|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/omnipress-application-form/,Expansion,about,careers omnipress application form,about careers omnipress application form,Expansion,0.6223,0.8000,1,0.0000,CAREER|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/omnipress-application-form/,Expansion,newsletter,careers omnipress application form,newsletter careers omnipress application form,Expansion,0.6223,0.8000,1,0.0000,CAREER|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/omnipress-application-form/,Expansion,support,careers omnipress application form,support careers omnipress application form,Expansion,0.6222,0.8000,1,0.0000,CAREER|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/omnipress-application-form/,Expansion,official,careers omnipress application form,official careers omnipress application form,Expansion,0.6219,0.8000,1,0.0000,CAREER|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/omnipress-application-form/,Expansion,careers,careers omnipress,application careers omnipress,Expansion,0.6064,0.7500,1,0.0000,CAREER|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-quick-tips/,Primary,,quick tips,quick tips,SEMrush,0.4762,0.5000,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-quick-tips/,Expansion,quick,conferences abstract management catalyst,quick conferences abstract management catalyst,Expansion,0.6626,0.8333,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-quick-tips/,Expansion,tips,conferences abstract management catalyst,tips conferences abstract management catalyst,Expansion,0.6626,0.8333,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-quick-tips/,Expansion,guide,abstract management quick tips,abstract management quick tips,Expansion,0.6534,0.8000,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-quick-tips/,Expansion,how to,abstract management quick tips,how to abstract management quick tips,Expansion,0.6534,0.8000,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-quick-tips/,Expansion,checklist,conferences abstract management catalyst,how to conferences abstract management catalyst,Expansion,0.5967,0.6667,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-quick-tips/,Expansion,best practices,conferences abstract management,quick conferences abstract management,Expansion,0.5961,0.6667,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-quick-tips/,Expansion,overview,conferences abstract management,tips conferences abstract management,Expansion,0.5961,0.6667,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-quick-tips/,Expansion,videos,abstract management catalyst quick,abstract management catalyst quick,Expansion,0.5940,0.6667,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/careers/,Primary,,careers,careers,SEMrush,0.7034,1.0000,1,0.0000,CAREER-HUB|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/,Expansion,careers,careers omnipress omnipress,careers omnipress omnipress,Expansion,0.7137,1.0000,1,0.0000,CAREER-HUB|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/,Expansion,official,careers omnipress,careers omnipress,Expansion,0.7111,1.0000,1,0.0000,CAREER-HUB|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/,Expansion,application,careers omnipress,application careers omnipress,Expansion,0.5689,0.6667,1,0.0000,CAREER-HUB|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/,Expansion,support,careers omnipress omnipress,application careers omnipress omnipress,Expansion,0.5689,0.6667,1,0.0000,CAREER-HUB|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/,Expansion,contact,careers omnipress omnipress,contact careers omnipress omnipress,Expansion,0.5610,0.6667,1,0.0000,CAREER-HUB|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/,Expansion,form,careers omnipress omnipress,form careers omnipress omnipress,Expansion,0.5609,0.6667,1,0.0000,CAREER-HUB|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/,Expansion,about,careers omnipress omnipress,about careers omnipress omnipress,Expansion,0.5608,0.6667,1,0.0000,CAREER-HUB|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/careers/,Expansion,newsletter,careers omnipress omnipress,newsletter careers omnipress omnipress,Expansion,0.5608,0.6667,1,0.0000,CAREER-HUB|Brand/Navigational|Unmapped|navigational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-features-videos/,Primary,,features videos,features videos,SEMrush,0.4785,0.5000,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-features-videos/,Expansion,videos,conferences abstract management catalyst,videos conferences abstract management catalyst,Expansion,0.6625,0.8333,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-features-videos/,Expansion,how to,conferences abstract management catalyst,how to conferences abstract management catalyst,Expansion,0.5967,0.6667,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
