# ----------------------------------------
# Landing page
# Account: Sales Xceleration
# Property: Sales Xceleration - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251025
# End date: 20260122
Landing page + query string,Sessions,Key events,Total users,Bounce rate,New users,Engaged sessions,Views,Active users,Average engagement time per active user
/sales-agility-assessment/?locationid=22577458,93,0,90,0.8387096774193549,90,15,107,90,2.6
/sales-agility-assessment/?locationid=25793088,93,0,93,0.5161290322580645,93,45,93,93,25.93548387096774
/sales-leadership-training/,91,0,76,0.7032967032967034,59,27,214,73,34.54794520547945
/ten-strategies-to-use-when-your-competitor-lowers-their-price/,90,0,86,0.4777777777777778,85,47,99,86,32.74418604651163
/sales-agility-assessment/?locationid=26626448,89,0,89,0.6966292134831461,87,27,125,89,4.382022471910112
/job/vp-of-sales-revenue-opportunity-300k-st-louis-mo/,86,0,86,0.9534883720930233,86,4,88,86,1.430232558139535
/what-it-really-takes-to-build-a-resilient-business/,83,0,83,0.6024096385542169,77,33,107,83,5.337349397590361
/important-benefits-and-pitfalls-of-ai-for-sales/,82,0,78,0.5975609756097561,77,33,87,77,20
/job/vp-of-sales-revenue-opportunity-300k-united-states/,82,0,66,0.6707317073170732,61,27,94,62,9.225806451612904
/testimonials/,77,0,74,0.5064935064935064,58,38,158,71,61.605633802816904
/answer-your-customers-three-whys-to-ensure-your-sales-process-is-perfectly-aligned/,75,0,68,0.5733333333333334,68,32,78,68,23.544117647058822
/industries/professional-services/,75,0,64,0.84,60,12,80,64,7.953125
/private-equity-solutions/healthcare-managed-services-case-study/,74,0,74,0.7837837837837838,70,16,103,74,14.95945945945946
/consultants/state/AL/,73,1,70,0.5205479452054794,67,35,89,70,19.585714285714285
/frequently-asked-questions/,73,0,70,0.7123287671232876,59,21,91,70,23.385714285714286
/job/vp-of-sales-revenue-opportunity-300k-seattle-wa/,73,0,73,0.9452054794520548,71,4,76,73,3.2465753424657535
/private-equity-solutions/contact/,73,0,72,0.3698630136986301,68,46,145,72,27.65277777777778
/the-private-equity-power-move-how-fractional-sales-leadership-drives-faster-value-creation/,73,0,71,0.5205479452054794,68,35,97,71,19.323943661971832
/job/vp-of-sales-revenue-opportunity-300k-new-york-city-ny/,72,0,72,0.9583333333333334,72,3,74,72,0.9583333333333334
/job/vp-of-sales-revenue-opportunity-300k-pittsburgh-pa/,71,0,69,0.8873239436619719,68,8,72,69,2.246376811594203
/news-events/,70,0,66,0.5142857142857142,55,34,135,64,29.1875
/consultants/state/NC/,69,3,66,0.43478260869565216,62,39,87,66,36
/job/vp-of-sales-revenue-opportunity-300k-dallas-tx/,67,0,67,0.9701492537313433,67,2,67,67,0.7910447761194029
/sales-recruiting/contact/,67,0,65,0.5522388059701493,63,30,75,65,14.307692307692308
/youre-fired-why-you-might-have-to-let-your-top-salesperson-go/,67,0,63,0.4925373134328358,63,34,70,63,18.555555555555557
/job/vp-of-sales-revenue-opportunity-300k-cincinnati-oh/,65,0,65,0.9692307692307692,64,2,65,65,0.7076923076923077
/job/vp-of-sales-revenue-opportunity-300k-phoenix-az/,65,0,65,0.9230769230769231,64,5,67,65,3.9384615384615387
/straight-commission-sales-compensation-terrible-idea-8-reasons-why/,64,0,61,0.75,61,16,66,61,26.81967213114754
/the-consequences-of-price-reductions/,63,0,62,0.5238095238095238,62,30,67,62,17.43548387096774
/7-things-sales-managers-do-wrong/,61,0,58,0.6721311475409836,57,20,111,58,21.74137931034483
/which-role-is-right-for-your-new-hire-account-manager-or-business-development-representative/,61,0,60,0.5901639344262295,60,25,65,60,19
/sales-strategy/,58,0,51,0.603448275862069,38,23,103,50,50.64
/when-one-door-closes-another-opens-and-leads-to-opportunity-if-you-let-it/,58,0,54,0.5517241379310345,53,26,83,54,26.203703703703702
/job/vp-of-sales-revenue-opportunity-300k-los-angeles-ca/,57,0,57,0.9649122807017544,57,2,59,57,3.3508771929824563
/sales-agility-assessment/?locationid=64423348,57,0,57,0.8771929824561403,57,7,57,57,4.649122807017544
/job/vp-of-sales-revenue-opportunity-300k-austin-tx/,56,0,56,0.9821428571428571,55,1,56,56,0.26785714285714285
/job/vp-of-sales-revenue-opportunity-300k-kansas-city-mo/,56,0,56,0.9107142857142857,56,5,57,56,2.3392857142857144
/job/vp-of-sales-revenue-opportunity-300k-salt-lake-city-ut/,56,0,56,0.9821428571428571,54,1,56,56,0.39285714285714285
/using-ride-along-better-sales-management-coaching/,56,0,55,0.5535714285714286,55,25,58,55,58.69090909090909
/case-study/food-and-beverage-driving-25-higher-topline-revenue-for-a-compostable-packaging-company/,55,0,55,0.7636363636363637,53,13,69,55,5.163636363636364
/job/vp-of-sales-revenue-opportunity-300k-indianapolis-in/,55,0,55,0.9272727272727272,54,4,55,55,1.1818181818181819
/job/vp-of-sales-revenue-opportunity-300k-jacksonville-fl/,55,0,54,0.8909090909090909,53,6,56,54,1.9074074074074074
/private-equity-solutions/private-equity/,55,0,36,0.6363636363636364,23,20,81,35,31.34285714285714
/advisors/mike-roberts/,54,1,53,0.7962962962962963,53,11,65,53,7
/books/7th-edition-2025-state-of-sales/,54,0,53,0.48148148148148145,47,28,76,51,24.54901960784314
/case-study/revitalizing-sales-strategy-for-sustained-growth-human-resources-case-study/,54,0,54,0.7222222222222222,54,15,60,54,7.555555555555555
/job/vp-of-sales-revenue-opportunity-300k-austin-texas-metropolitan-area/,54,0,54,0.9259259259259259,54,4,58,54,8.777777777777779
/job/vp-of-sales-revenue-opportunity-300k-chicago-il/,53,0,53,0.9811320754716981,53,1,55,53,1.0943396226415094
/sales-management/,53,0,53,0.7358490566037735,49,14,65,53,13.415094339622641
/top-5-sales-concerns-for-2025-and-how-to-address-them-with-a-sales-recovery-plan/,53,0,53,0.6415094339622641,51,19,59,52,33.01923076923077
/7-things-to-measure-to-evaluate-sales-representative-performance/,52,0,52,0.5,53,26,54,52,20.76923076923077
/blog/,52,0,49,0.6923076923076923,43,16,74,49,18.367346938775512
/the-one-thing-its-not-multitasking/,52,0,52,0.7884615384615384,52,11,54,52,5.480769230769231
/want-better-sales-process-consider-buyers-process-first/,52,0,52,0.8846153846153846,52,6,54,52,15.365384615384615
/job/vp-of-sales-revenue-opportunity-300k-boston-ma/,51,0,51,0.9803921568627451,51,1,53,51,7.431372549019608
/job/vp-of-sales-revenue-opportunity-300k-san-francisco-ca/,50,0,50,0.94,49,3,57,50,6
/job/vp-of-sales-revenue-opportunity-300k-milwaukee-wi/,49,0,49,0.9183673469387755,49,4,49,49,5.959183673469388
/active-listening-in-sales/,48,0,46,0.6458333333333334,46,17,48,46,51.891304347826086
/sales-agility-assessment/?locationid=22577509,48,0,48,0.8541666666666666,47,7,48,48,3.1666666666666665
/sales-infrastructure/,48,0,40,0.8125,31,9,53,37,22.675675675675677
/5-strategies-for-building-a-resilient-sales-team/,47,0,40,0.574468085106383,34,20,56,39,51.743589743589745
/ai-for-sales/,47,1,47,0.5531914893617021,36,21,61,46,18.652173913043477
/sales-agility-assessment/?locationid=36332090,47,0,41,0.8723404255319149,39,6,70,41,15.951219512195122
/overcoming-sales-objections-techniques-to-turn-a-no-into-a-yes/,46,0,45,0.5,45,23,50,45,42.53333333333333
/treating-everyone-same-isnt-really-fair-treatment/,46,0,46,0.5869565217391305,46,19,47,46,56.43478260869565
/job/vp-of-sales-revenue-opportunity-300k-sacramento-ca/,45,0,44,0.8666666666666667,43,6,46,44,3.25
/sales-agility-assessment/?locationid=27143504,45,0,45,0.9333333333333333,45,3,46,45,1.9555555555555555
/whats-wallet-time-fund-sales-tool-kit/,45,0,44,0.7111111111111111,44,13,49,44,21.727272727272727
/why-when-who-hiring-fractional-vp-sales/,45,1,42,0.5555555555555556,40,20,73,42,70.52380952380952
/building-a-modern-sales-operating-system/,44,0,43,0.5454545454545454,43,20,68,43,23.74418604651163
/fractional-sales-leader/,44,0,33,0.75,31,11,63,33,21.151515151515152
/fractional-sales-leader/?ad_group=189262755595&ad=783673225904&ntwk=g&tgt=kwd-1462103823546&_bm=p&hsa_acc=3056885053&hsa_cam=23257637908&hsa_grp=189262755595&hsa_ad=783673225904&hsa_src=g&hsa_tgt=kwd-1462103823546&hsa_kw=fractional%20sales%20director&hsa_mt=p&hsa_net=adwords&hsa_ver=3,44,0,43,0.38636363636363635,36,27,95,43,123.16279069767442
/infographics/,44,0,34,0.5681818181818182,34,19,46,34,13.970588235294118
/sales-agility-assessment/?locationid=36736060,44,0,37,0.3181818181818182,31,30,287,37,172.78378378378378
/the-biggest-industry-trends-impacting-the-sales-profession/,44,0,42,0.5681818181818182,41,19,48,42,19.261904761904763
/whats-your-superpower-and-how-are-you-using-it-to-help-others/,44,0,43,0.6818181818181818,43,14,47,43,11.209302325581396
/advisors/raffi-yardemian/,42,0,36,0.5714285714285714,35,18,65,36,29.97222222222222
/sales-agility-assessment/?locationid=29596802,42,0,39,0.9047619047619048,38,4,53,39,19.41025641025641
/books/intelligent-sales-pipeline/,41,0,39,0.36585365853658536,34,26,72,38,25.36842105263158
/discount-selling-price/,41,0,38,0.5853658536585366,38,17,43,38,42.86842105263158
/firing-a-salesperson-poor-performance/,41,0,38,0.4878048780487805,38,21,46,38,28.13157894736842
/7-best-practices-for-managing-indirect-sales-channels/,40,0,37,0.575,36,17,44,37,44.08108108108108
/sales-agility-assessment/?locationid=36894876,40,0,31,0.25,28,30,292,31,205.3548387096774
/sales-agility-assessment/?locationid=36934130,40,0,30,0.475,28,21,123,30,104.23333333333333
/ebooks/,38,0,37,0.5263157894736842,35,18,75,37,27.08108108108108
/privacy-policy/,38,0,38,0.6842105263157895,38,12,38,38,10.289473684210526
/case-study/healthcare-consulting-driving-growth-through-effective-strategy-execution-and-training/,37,0,36,0.6486486486486487,35,13,44,35,14.6
/essential-sales-metrics-to-track-for-success/,37,0,31,0.5135135135135135,28,18,64,31,49.774193548387096
/discounting-is-bad-for-businesses-especially-when-protecting-against-inflation/,36,0,36,0.6111111111111112,36,14,40,36,21.944444444444443
/how-we-serve/,36,0,33,0.6666666666666666,22,12,47,32,95.84375
/industries/manufacturing/,36,0,33,0.6111111111111112,25,14,52,32,37.3125
/job/vp-of-sales-revenue-opportunity-300k-sarasota-fl/,36,0,36,0.8333333333333334,35,6,38,36,5.666666666666667
/private-equity-solutions/,36,1,32,0.5833333333333334,20,15,98,29,143.24137931034483
/sales-agility-assessment/?locationid=34086726,36,0,36,0.8333333333333334,36,6,46,36,6.194444444444445
/sales-leadership-in-2024-key-takeaways-and-what-to-expect-next-year/,36,0,31,0.4722222222222222,43,19,57,31,7.806451612903226
/c/eJyUks1uJCkQhJ-m6mKlRfJTBQcOrZV6T36IBJJu1vW3FG1Pv_2orPZofnyZI0l8pCKC5LNAw9Szx2HUwijUoueZygQ717cSGba6vpXE1b9Qmf69Lf3V48DCsZI5orVoJUcVSGmjEyNHqfvipZBKIFrU2mjxrGOkxGIYObCziTotdpp4_xZ54kqtrMtzXOd-8tfWtr1Tp06eO3n-StTJc1liZdrLcoEPBbzT9Hqc6J3unTz3M9VXbsfkw4y_8_7T7A9r_0xUS7u_fCr6jSrNQK3xvLVWZt4bzZvHTp7RdvJ82HtynTpp06mTck-nlwcTad6oXJaSfGIroxIIwY0J9JAFUBQCMGYp2WUckH-j9sZbSV5YMUiVDSSJCo5YwRmZQQ7KsBuzIKQHmYLntr7T9SOIfZ1uR077j9tXvn8p6LTIKvKI0oIQOYFGlyGMLoMxNkpKIkQcHu-U5P9CvYb_OLaS_GhUtuwEuGgTaDs6IGdHGMgkCkmxU_IXpt039vEx-v_GNz4251FrZRyEbCLowRlwLkew2iGZYbSGPzfvvCSuJXkaTZYDOTAhIWjGCEEbB5GCzNaKoLJ6MK2Wy4VrosZfFYxHweIouPq90dJpEWJe81qvpfLxIb8HAAD__4xNCsY,35,0,35,0.8,38,7,36,35,4.714285714285714
/case-study/technology/,35,0,35,0.7142857142857143,33,10,86,35,24.571428571428573
/sales-agility-assessment/?locationid=29633656,35,0,34,0.8571428571428571,33,5,65,34,10.441176470588236
/sales-team/,35,1,33,0.7142857142857143,29,10,46,32,12
/virtual-meeting-checklist/,35,0,33,0.4,29,21,58,33,12.212121212121213
/consultants/state/GA/,34,1,32,0.5294117647058824,29,16,46,32,15.21875
/html-sitemap/,34,0,34,0.9411764705882353,33,2,34,34,2.9411764705882355
/job/vp-of-sales-revenue-opportunity-300k-atlanta-ga/,34,0,34,0.9411764705882353,34,2,35,34,1.4411764705882353
/consultants/state/NY/,33,0,26,0.42424242424242425,25,19,52,26,32.42307692307692
/four-essential-elements-to-include-in-your-sales-action-plan-to-increase-sales/,33,0,33,0.5757575757575758,33,14,34,33,22.96969696969697
/guide-to-use-fractional-executive/,33,0,31,0.6363636363636364,29,12,44,31,31.93548387096774
/salesperson-reputations-bad-overcome-trap/,33,0,33,0.48484848484848486,33,17,36,33,28.818181818181817
/advisors/steve-wittal/,32,0,31,0.6875,30,10,43,31,6.451612903225806
/consultants/state/FL/,32,0,30,0.625,27,12,34,30,45.86666666666667
/how-job-hopping-is-hurting-your-sales/,32,0,32,0.65625,32,11,33,32,34.59375
/job/vp-of-sales-revenue-opportunity-300k-salt-lake-city-metropolitan-area/,32,0,32,0.71875,32,9,33,32,8
/advisors/kathy-yenke/,31,0,30,0.7096774193548387,28,9,37,29,8.068965517241379
/industries/financial-services/,31,0,28,0.4838709677419355,24,16,53,28,36.285714285714285
/job/vp-of-sales-revenue-opportunity-300k-greater-philadelphia/,31,0,31,0.8709677419354839,31,4,32,31,2.6129032258064515
/leadership-just-sales-function-imperative-part-1/,31,0,31,0.6774193548387096,31,10,31,31,5.548387096774194
/sales-agility-assessment/?locationid=35116207,31,0,31,0.6774193548387096,31,10,73,31,2.096774193548387
/build-your-own-sales-consultancy/,30,0,24,0.5666666666666667,21,13,44,24,33.166666666666664
/consultants/state/PA/,30,3,29,0.43333333333333335,26,17,33,29,12.172413793103448
/consultants/state/UT/,30,8,30,0.8333333333333334,30,5,30,30,6.233333333333333
/job/vp-of-sales-revenue-opportunity-300k-calgary-canada/,30,0,30,0.5333333333333333,29,14,31,30,15.233333333333333
/sales-agility-assessment/?locationid=31835711,30,0,29,0.9333333333333333,29,2,37,29,4.068965517241379
/?post_type=job_listing&p=29361,29,0,29,0.9655172413793104,28,1,29,28,0.6785714285714286
/fractional-sales-leader/?ad_group=189262755555&ad=783673191002&ntwk=g&tgt=kwd-971579654557&_bm=p&hsa_acc=3056885053&hsa_cam=23257637908&hsa_grp=189262755555&hsa_ad=783673191002&hsa_src=g&hsa_tgt=kwd-971579654557&hsa_kw=fractional%20sales%20leader&hsa_mt=p&hsa_net=adwords&hsa_ver=3,29,1,28,0.10344827586206896,23,26,81,28,130.82142857142858
/news-events/expansion-brings-time-tested-fractional-sales-leadership-to-australian-businesses-seeking-scalable-growth-solutions/,29,0,25,0.7931034482758621,25,6,29,25,4.88
/job/vp-of-sales-revenue-opportunity-300k-houston-tx/,28,0,27,0.8571428571428571,27,4,34,27,5.481481481481482
/news-events/sales-xceleration-expands-with-3-new-fractional-sales-leaders/,28,0,27,0.7857142857142857,26,6,32,27,6.703703703703703
/private-equity-solutions/portfolio-company/,28,0,27,0.5357142857142857,17,13,48,27,35.77777777777778
/sales-agility-assessment/?locationid=35576031,28,0,28,0.9642857142857143,28,1,28,28,1.3571428571428572
/sales-agility-assessment/?locationid=36086364,28,0,24,0.5714285714285714,22,12,105,24,79.75
/sales-agility-assessment/?locationid=37243494,28,0,26,0.5714285714285714,21,12,45,26,11.692307692307692
/the-private-equity-power-move-how-fractional-sales-leadership-drives-faster-value-creation/?hss_channel=lcp-2902815,28,0,27,0.5357142857142857,19,13,38,27,44.666666666666664
/train-brain-close-sale/,28,0,28,0.9642857142857143,29,1,28,28,3.892857142857143
/case-study/electrical-manufacturing-sales-strategy-and-processes-provide-immediate-growth/,27,0,27,0.9259259259259259,27,2,27,27,2.8518518518518516
/case-study/influencer-marketing-agency-building-a-future-proof-sales-infrastructure/,27,0,25,0.6666666666666666,22,9,60,25,29.48
/consultants/state/LA/,27,8,26,0.4074074074074074,25,16,51,26,39.11538461538461
/four-painful-manufacturing-sales-challenges-and-the-cure-hiding-in-plain-sight/,27,0,25,0.5555555555555556,25,12,27,25,27.24
/job/vp-of-sales-revenue-opportunity-300k-miami-fort-lauderdale-area/,27,0,27,0.8518518518518519,27,4,28,27,5
/news-events/sales-xceleration-named-one-of-silicon-reviews-50-fastest-growing-companies-of-2022/,27,1,27,0.5925925925925926,27,11,41,27,51.51851851851852
/sales-agility-assessment/?locationid=36488628,27,0,26,0.5185185185185185,22,13,120,26,97.11538461538461
/advisors/dennis-boyle/,26,0,25,0.7692307692307693,25,6,28,25,10.2
/creating-winning-sales-beliefs-part-3-of-a-4-part-series/,26,0,26,0.9615384615384616,26,1,26,26,3.3846153846153846
/industries/technology/,26,4,21,0.5384615384615384,14,12,34,21,17.571428571428573
/job/vp-of-sales-revenue-opportunity-300k-detroit-mi/,26,0,26,0.9615384615384616,25,1,26,26,0.6538461538461539
/news-events/the-firefly-group-invests-in-sales-xceleration-2/,26,0,26,0.8461538461538461,25,4,26,26,5.923076923076923
/private-equity-solutions/case-studies/,26,0,20,0.6538461538461539,11,9,51,19,84.26315789473684
/sales-agility-assessment/?locationid=36644355,26,0,25,0.7692307692307693,24,6,51,25,28.96
/advisors/kelly-crandall/,25,0,24,0.52,23,12,34,24,15.208333333333334
/how-to-define-and-analyze-your-target-market-for-growth/,25,0,25,0.68,25,8,25,25,9.64
/leadership-question-1-treating-everyone-the-same/,25,0,25,0.76,25,6,27,25,5.92
/turn-chaos-into-clarity-building-sales-infrastructure-that-scales/,25,0,25,0.64,23,9,41,25,7.96
/case-study/manufacturing/,24,0,24,0.7083333333333334,25,7,28,24,3.2083333333333335
/consultants/state/TX/,24,0,22,0.5,21,12,29,22,119.54545454545455
/job/vice-president-of-sales-london-uk/,24,0,24,0.5833333333333334,23,10,32,24,25.875
/news-events/game-changing-sales-leaders-join-sales-xceleration-to-increase-smb-revenue/,24,0,23,0.375,21,15,37,23,36.78260869565217
/sales-agility-assessment/?locationid=22577502,24,0,24,0.8333333333333334,20,4,27,23,30.26086956521739
/sales-agility-assessment/?locationid=23454508,24,0,24,0.7916666666666666,24,5,28,24,3.7083333333333335
/sales-agility-assessment/?locationid=35338255,24,0,24,0.8333333333333334,24,4,48,24,27.791666666666668
/sales-agility-assessment/?locationid=36128719,24,0,20,0.75,19,6,48,20,29
/sales-agility-assessment/?locationid=36232172,24,0,14,0.625,13,9,96,14,129.78571428571428
/sales-agility-assessment/?locationid=36936425,24,0,12,0.5833333333333334,9,10,62,12,151.66666666666666
/sales-connection/,24,1,24,0.7083333333333334,21,7,41,24,15.083333333333334
/advisors/howard-fisher/,23,0,21,0.4782608695652174,20,12,27,21,9.476190476190476
/advisors/jay-pila/,23,0,23,0.6956521739130435,22,7,24,23,3.5217391304347827
/advisors/patrick-odonnell/,23,0,21,0.7391304347826086,18,6,27,21,10.19047619047619
/advisors/tom-morgan/,23,0,23,0.782608695652174,23,5,29,23,19.08695652173913
/how-silence-can-help-you-sell-more/,23,0,23,0.6086956521739131,23,9,25,23,22.82608695652174
/job/vp-of-sales-revenue-opportunity-300k-hartford-ct/,23,0,23,0.8695652173913043,23,3,29,23,9
/news-events/sales-xceleration-welcomes-4-new-fractional-sales-leaders/,23,1,23,0.9130434782608695,23,2,27,23,12.608695652173912
/sales-agility-assessment/?locationid=22577475,23,0,23,0.8695652173913043,22,3,24,23,4.565217391304348
/sales-agility-assessment/?locationid=33796644,23,0,21,0.8260869565217391,19,4,29,21,9.523809523809524
/sales-agility-assessment/?locationid=35682122,23,0,23,0.8695652173913043,23,3,46,23,23.52173913043478
/sales-agility-assessment/?locationid=37102080,23,0,16,0.5217391304347826,12,11,106,16,155.875
/advisors/michael-nolan/,22,0,22,0.6818181818181818,20,7,26,22,7.545454545454546
/advisors/terry-dwyer/,22,0,19,0.6363636363636364,17,8,26,19,7.631578947368421
/advisors/tim-byrd/,22,0,22,0.5909090909090909,19,9,26,22,11.772727272727273
/case-study/developing-a-strategy-for-ensured-success/,22,0,22,0.6818181818181818,22,7,31,22,27.227272727272727
/its-ok-if-your-sales-rep-makes-more-than-you/,22,0,22,0.5,22,11,23,22,38.04545454545455
/job/vp-of-sales-revenue-opportunity-300k-cleveland-oh/,22,0,22,0.8636363636363636,22,3,22,22,2.9545454545454546
/job/vp-of-sales-revenue-opportunity-300k-miami-fl/,22,0,22,0.8181818181818182,21,4,23,22,5.545454545454546
/mastering-ai-for-sales-prospecting/,22,0,21,0.5909090909090909,21,9,22,21,8.619047619047619
/news-events/transform-your-sales-performance-with-rain-group-and-sales-xceleration/,22,0,22,0.7727272727272727,23,5,54,22,2.1363636363636362
/time-matters-how-you-can-help-your-sales-managers-be-more-efficient-and-effective/,22,0,22,0.6363636363636364,22,8,23,22,59.54545454545455
/whats-the-1-sales-challenge-for-smbs/,22,0,17,0.5909090909090909,16,9,55,17,68.23529411764706
/5-tips-to-boost-your-sales-performance/,21,0,21,0.5238095238095238,21,10,22,21,11.571428571428571
/advisors/richard-hockins/,21,0,21,0.8571428571428571,21,3,22,21,3.4285714285714284
/consultants/state/OH/,21,1,21,0.5714285714285714,19,9,29,20,19.55
/increase-selling-price/,21,0,20,0.5714285714285714,19,9,22,20,27.05
/news-events/easy-online-sales-tool-helps-business-owners-assess-sales-deficiencies/,21,0,20,0.8571428571428571,18,3,34,20,8.65
/sales-agility-assessment/?locationid=36507665,21,0,20,0.6666666666666666,18,7,59,20,191.3
/time-to-turn-over-a-new-leaf-here-are-signs-you-should-watch-for/,21,0,20,0.5238095238095238,20,10,21,20,22
/5-sales-compensation-plan-mistakes-that-damage-morale-and-ruin-revenue/,20,0,19,0.95,19,1,20,19,6.7368421052631575
/7-ways-change-sales-culture-increase-profits/,20,0,20,1,20,0,20,20,0.75
/advisors/jeffrey-soares/,20,0,20,0.75,18,5,35,20,24.1
/advisors/susan-tourville/,20,0,20,0.4,20,12,30,20,20.4
/how-to-build-a-sales-contingency-plan-that-lasts/,20,0,18,0.85,17,3,20,17,2.3529411764705883
/how-to-use-your-past-to-shape-a-more-purposeful-future/,20,0,19,0.5,19,10,20,19,17.526315789473685
/is-your-sales-manager-still-selling-big-mistake-heres-why/,20,0,19,0.75,18,5,20,18,36.666666666666664
/news-events/sales-xceleration-continues-to-expand-footprint-adds-six-new-sales-consultants/,20,0,20,1,20,0,20,20,0.55
/news-events/sales-xceleration-recognized-as-pipedrives-regional-partner-of-the-year-north-america-2024/,20,0,20,0.9,19,2,22,20,3
/redefining-your-sales-strategy-around-customer-needs/,20,0,19,0.7,18,6,21,19,21.210526315789473
/sales-agility-assessment/?locationid=22577476,20,0,15,0.65,13,7,38,15,49.46666666666667
/sales-agility-assessment/?locationid=31190015,20,0,20,0.7,19,6,44,20,22.7
/sales-agility-assessment/?locationid=32766106,20,0,14,0.5,13,10,56,14,70.35714285714286
/the-high-performance-traits-that-power-a-high-performance-sales-team/,20,0,20,0.75,20,5,20,20,3.1
/the-rise-of-fractional-sales-leadership-a-growing-opportunity-for-sales-leaders/,20,0,20,0.7,20,6,23,20,7.9
/4-sales-process-failures-threatening-your-sales-growth/,19,0,19,0.631578947368421,18,7,39,19,153.05263157894737
/advisors/dan-mahony/,19,0,19,0.5263157894736842,17,9,80,19,6.842105263157895
/consultants/state/SC/,19,4,17,0.47368421052631576,15,10,24,17,31.176470588235293
/how-smbs-should-address-inflation-in-5-key-steps/,19,0,19,0.9473684210526315,19,1,19,19,1.368421052631579
/increasing-sales-walking-away/,19,0,19,0.8421052631578947,19,3,19,19,4.526315789473684
/job/vice-president-of-sales-manchester-uk/,19,0,19,0.631578947368421,19,7,35,19,17.105263157894736
/job/vp-of-sales-revenue-opportunity-300k-chattanooga-tn/,19,0,19,0.7368421052631579,18,5,19,19,7.157894736842105
/job/vp-of-sales-revenue-opportunity-300k-tampa-fl/,19,0,18,0.6842105263157895,18,6,19,18,8.11111111111111
/lost-order-dont-lose-connection/,19,0,19,0.5263157894736842,19,9,19,19,21.789473684210527
/news-events/sales-xceleration-announces-a-partnership-with-claritysoft/,19,0,19,0.9473684210526315,19,1,19,19,1.7894736842105263
/sales-agility-assessment/?locationid=22577447,19,0,19,1,19,0,19,19,0.9473684210526315
/sales-agility-assessment/?locationid=22577533,19,0,19,0.3684210526315789,19,12,52,19,21.736842105263158
/sales-agility-assessment/?locationid=36778409,19,0,19,0.7894736842105263,19,4,37,19,29.210526315789473
/surprising-statistics-in-support-of-fractional-sales-leadership-consulting/,19,0,19,0.15789473684210525,19,16,98,19,3.789473684210526
/5-reasons-to-focus-on-increasing-sales-with-existing-customers/,18,0,16,0.5,16,9,20,16,16.8125
/7-tips-to-increase-sales-a-guide-for-success/,18,0,18,0.8333333333333334,18,3,19,18,18.5
/advisors/chris-goade/,18,0,18,0.7222222222222222,18,5,18,18,11.166666666666666
/advisors/shannon-muniz/,18,0,18,0.6111111111111112,18,7,22,18,6.333333333333333
