URL,,Type,Status Code,Title 1,Meta Description 1,H1-1,L3M Clicks,Prev 3M Clicks,Δ Clicks %,L3M Impressions,Prev 3M Impressions,Δ Impr %,L3M New Users,Prev 3M New Users,Δ Users %,L3M Key Events,Prev 3M Key Events,Δ Conv %
https://www.bankfivenine.com/personal/banking/personal-checking/overdraft-services/,/personal/banking/personal-checking/overdraft-services,Service,200,Overdraft Services | Bank Five Nine,Learn about Bank Five Nine's overdraft services for personal checking accounts. Manage your finances and avoid overdraft fees.,Overdraft Services,9,6,50%,697,407,71%,10,12,-20.00%,0,0,N/A
https://www.bankfivenine.com/personal/banking/resources/,/personal/banking/resources,Service,200,Banking Support | Resources | Bank Five Nine,"Bank Five Nine's business banking resources is your one-stop shop for secure email instructions, incoming domestic wire transfer information, & telephone banking.",Banking Support Resources,3,3,0%,419,262,60%,4,10,-150.00%,0,0,N/A
https://www.bankfivenine.com/personal/banking/resources/24-hour-telephone-banking/,/personal/banking/resources/24-hour-telephone-banking,Service,200,24-Hour Telephone Banking | Bank Five Nine,"Access your BankFive accounts anytime with 24-hour telephone banking, offering convenient, secure, and easy-to-use phone banking services for your financial needs.",24-Hour Telephone Banking,42,34,24%,5047,4792,5%,76,147,-93.42%,0,0,N/A
https://www.bankfivenine.com/personal/banking/resources/secure-email-instructions/,/personal/banking/resources/secure-email-instructions,Service,200,Secure Email Instructions | Bank Five Nine,Follow these simple steps to send secure emails through Bank Five Nine. Protect your personal information with our easy-to-use secure email system.,Secure Email Instructions,1,2,-50%,133,176,-24%,3,4,-33.33%,0,0,N/A
https://www.bankfivenine.com/personal/banking/resources/wire-transfer-information/,/personal/banking/resources/wire-transfer-information,Service,200,Wire Transfer Information | Bank Five Nine,Get essential details for wire transfers with Bank Five Nine. Learn how to securely send and receive funds quickly and efficiently.,Wire Transfer Information,29,29,0%,1776,2419,-27%,23,33,-43.48%,2,1,50.00%
https://www.bankfivenine.com/personal/banking/value-checking/,/personal/banking/value-checking,Service,200,Value Checking - Bank Five Nine,Discover the benefits of Value Checking at Bank Five Nine. Enjoy convenient features and low fees designed to meet your everyday banking needs.,Value Checking,3,4,-25%,333,286,16%,16,9,43.75%,0,0,N/A
https://www.bankfivenine.com/personal/lending/,/personal/lending,Service,200,Personal Lending | Bank Five Nine,"Explore Bank Five Nine personal lending options, including personal loans, home equity lines, and financing solutions to help you achieve your financial goals.",Lending For You,58,75,-23%,4807,5453,-12%,101,280,-177.23%,0,2,N/A
https://www.bankfivenine.com/personal/lending/mortgage/mortgage-loan-servicing-bill-payment/,/personal/lending/mortgage/mortgage-loan-servicing-bill-payment,Service,200,Mortgage Loan Servicing & Bill Payment | Bank Five Nine,Bank Five Nine offers online mortgage and bill payment services for personal lending customers. Manage your payments and bills conveniently from anywhere!,Mortgage Loan Servicing & Bill Payment,307,321,-4%,2534,3113,-19%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
https://www.bankfivenine.com/personal/lending/mortgage/mortgage-resources/,/personal/lending/mortgage/mortgage-resources,Service,200,Mortgage Resources | Bank Five Nine,"Access essential mortgage resources with Bank Five Nine. Get the tools, tips, and information you need to make informed home financing decisions.",Mortage Resources,14,14,0%,2146,3770,-43%,26,29,-11.54%,0,1,N/A
https://www.bankfivenine.com/personal/manage-personal-account/authorize-and-pay-overdrafts-debit-card-transactions/,/personal/manage-personal-account/authorize-and-pay-overdrafts-debit-card-transactions,Service,200,Authorize And Pay Overdrafts On Debit Card Transactions | Bank Five Nine,Learn how to authorize and manage overdrafts and debit card transactions with Bank Five Nine. Stay informed about your account options and fees.,Authorize and Pay Overdrafts On Debit Card Transactions,8,5,60%,413,271,52%,6,4,33.33%,0,0,N/A
https://www.bankfivenine.com/personal/manage-personal-account/changes-to-debit-card/,/personal/manage-personal-account/changes-to-debit-card,Service,200,Make Changes to your Debit Card | Bank Five Nine,Stay informed about important changes to your Bank Five Nine debit card. Learn what’s new and how these updates enhance your banking experience.,Changes to Debit Card,7,4,75%,332,232,43%,2,5,-150.00%,0,0,N/A
https://www.bankfivenine.com/personal/manage-personal-account/combine-account-statements/,/personal/manage-personal-account/combine-account-statements,Service,200,Combine Your Account Statements | Bank Five Nine,Streamline your finances by combining account statements with Bank Five Nine. Learn how to easily manage multiple accounts in one statement.,Combine Account Statements,0,0,N/A,64,59,8%,0,3,N/A,0,0,N/A
https://www.bankfivenine.com/personal/manage-personal-account/increase-debit-card-limit/,/personal/manage-personal-account/increase-debit-card-limit,Service,200,Increase Your Debit Card Limit | Bank Five Nine,"Learn how to increase your debit card limit with Bank Five Nine. Enjoy greater spending flexibility, convenience, and control over your personal account today.",Increase Debit Card Limit,19,23,-17%,3387,2184,55%,18,14,22.22%,1,0,100.00%
https://www.bankfivenine.com/personal/manage-personal-account/increase-mobile-deposit-limit/,/personal/manage-personal-account/increase-mobile-deposit-limit,Service,200,Increase Your Mobile Deposit Limit | Bank Five Nine,Increase your mobile deposit limit with Bank Five Nine. Enjoy greater convenience and flexibility when depositing checks from your personal account.,Increase Mobile Deposit Limit,16,7,129%,1357,1352,0%,8,12,-50.00%,0,1,N/A
https://www.bankfivenine.com/personal/manage-personal-account/request-check-images-or-statements/,/personal/manage-personal-account/request-check-images-or-statements,Service,200,Request Check Images or Statements | Bank Five Nine,Easily request check images or statements with Bank Five Nine. Access your account records securely and conveniently anytime for personal banking needs.,Request Check Images or Statements,1,1,0%,180,86,109%,1,5,-400.00%,0,0,N/A
https://www.bankfivenine.com/business/banking/,/business/banking,Service,200,Business Banking Services | Bank Five Nine,"Bank Five Nine's business banking services include loans, credit, savings & checking & more, all of which are tailored specifically to your business.",Business Banking Services,20,20,0%,13822,8788,57%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
https://www.bankfivenine.com/business/banking/business-mobile-banking/,/business/banking/business-mobile-banking,Service,200,Business Mobile Banking & Deposit | Bank Five Nine,"Bank Five Nine makes it easy to manage your business finances. With mobile business banking & business mobile deposit, track your accounts anywhere, anytime.",Business Mobile Banking,1,10,-90%,327,458,-29%,1,3,-200.00%,0,0,N/A
https://www.bankfivenine.com/personal/banking/cds-iras/,/personal/banking/cds-iras,Service,200,CDs & IRAs | Long Term Savings Account | Bank Five Nine,Earn more on your deposit with long-term savings accounts like CDs & IRAs. Learn more about these low-risk investments & give one of our personal bankers a call.,CDs & IRAs,525,632,-17%,17858,18740,-5%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
https://www.bankfivenine.com/personal/banking/personal-checking/debit-cards/,/personal/banking/personal-checking/debit-cards,Service,200,Debit Cards | Bank Five Nine,"Apply for a debit card with Bank Five Nine & receive access to your checking account with just a swipe. When you need cash, the card doubles as an ATM card!",Debit Cards,30,37,-19%,1318,1016,30%,42,29,30.95%,1,1,0.00%
https://www.bankfivenine.com/business/banking/business-online-banking/business-online-bill-pay/,/business/banking/business-online-banking/business-online-bill-pay,Service,200,Business Online Banking: Commercial Bill Pay | Bank Five Nine,"Pay bills anytime, anywhere. Access your accounts 24/7 9 and view transaction history with Business Online Bill Pay from Bank Five Nine.",Commercial Online Banking,2,1,100%,248,117,112%,1,2,-100.00%,0,0,N/A
https://www.bankfivenine.com/business/cash-management/,/business/cash-management,Service,200,Business Cash Management | Bank Five Nine,"With Bank Five Nine's business cash management, automatically debit your authorized customer’s accounts, schedule payments to vendors & accept credit card payments.",Cash Management Services,3,7,-57%,1441,950,52%,28,242,-764.29%,0,7,N/A
https://www.bankfivenine.com/business/cash-management/ach-origination/,/business/cash-management/ach-origination,Service,200,ACH Origination | Bank Five Nine,"ACH, or Automated Clearing House, is a fast, convenient & cost-effective payment method that can be used to make payments & collect funds. Learn more.",ACH Origination,15,9,67%,3276,2251,46%,25,18,28.00%,0,0,N/A
https://www.bankfivenine.com/business/banking/business-bankers/,/business/banking/business-bankers,Service,200,Business Bankers | Bank Five Nine,Meet Bank Five Nine Business Bankers for expert guidance and personalized banking solutions to help your company manage finances efficiently.,Business Bankers,3,4,-25%,320,315,2%,5,10,-100.00%,0,5,N/A
https://www.bankfivenine.com/business/cash-management/business-mobile-banking-and-deposit/,/business/cash-management/business-mobile-banking-and-deposit,Service,200,Cash Management Mobile Deposit and Approvals | Bank Five Nine,"Bank Five Nine makes it easy to manage your business finances. With mobile business banking & business mobile deposit, track your accounts anywhere, anytime.",Business Mobile Banking,0,0,N/A,4,0,N/A,1,1,0.00%,0,0,N/A
https://www.bankfivenine.com/business/cash-management/commercial-online-bill-pay/,/business/cash-management/commercial-online-bill-pay,Service,200,Cash Management: Commercial Online Bill Pay | Bank Five Nine,Streamline accounts payable with Commercial Bill Pay. Automate payments and manage cash flow from multiple accounts with Bank Five Nine.,Commercial Bill Pay,3,4,-25%,185,201,-8%,2,3,-50.00%,0,0,N/A
https://www.bankfivenine.com/business/cash-management/express-deposit/,/business/cash-management/express-deposit,Service,200,Remote Deposit Capture | Bank Five Nine,"Learn how Remote Deposit Capture works & discover the key advantages of Bank Five Nine's services. If you need more information, please contact us today!",Remote Deposit Capture,5,4,25%,405,507,-20%,14,10,28.57%,0,1,N/A
https://www.bankfivenine.com/business/cash-management/investment-sweep-account/,/business/cash-management/investment-sweep-account,Service,200,ICS® and CDARS® | Bank Five Nine,"Learn more about Bank Five Nine's investment sweep account. With IntraFi® Network DepositsSM, access multi-million-dollar FDIC protection by working directly with us.",ICS® and CDARS®,1,1,0%,2547,5784,-56%,3,7,-133.33%,0,0,N/A
https://www.bankfivenine.com/business/cash-management/merchant-services/,/business/cash-management/merchant-services,Service,200,Merchant Services | Bank Five Nine,Bank Five Nine has teamed up with Clover Merchant Services to simplify your operations with an all-in-one payment processing system & business management solution.,Merchant Services,3,3,0%,253,795,-68%,2,12,-500.00%,0,0,N/A
https://www.bankfivenine.com/business/cash-management/payroll-services/,/business/cash-management/payroll-services,Service,200,Integrated Payroll Services | Bank Five Nine,"Our partner, Integrated Payroll Services, Inc. (iPS), has licensed CPAs on staff & a dedicated team of professionals providing support. Learn more",IPS Payroll Services,4,2,100%,647,1254,-48%,2,2,0.00%,1,0,100.00%
https://www.bankfivenine.com/business/cash-management/positive-pay/,/business/cash-management/positive-pay,Service,200,Positive Pay & ACH Filtering | Bank Five Nine,Bank Five Nine offers crime-fighting systems like Positive Pay & ACH Filtering to help stop fraudulent activity before it starts. Learn more.,Positive Pay & ACH Filtering,4,6,-33%,349,273,28%,3,6,-100.00%,0,0,N/A
https://www.bankfivenine.com/business/cash-management/wire-origination/,/business/cash-management/wire-origination,Service,200,Wire Origination | Bank Five Nine,Wire Origination makes sending money from point A to point B quick & easy. Learn how it works & the key advantages.,Wire Origination,6,7,-14%,954,1226,-22%,4,11,-175.00%,0,0,N/A
https://www.bankfivenine.com/business/lending/,/business/lending,Service,200,Business Lending Solutions | Bank Five Nine,Bank Five Nine has the tools you need to reach your business goals through unique SBA & business lending solutions & financial business plans. Learn more.,Business Lending Solutions,3,4,-25%,1674,2850,-41%,72,268,-272.22%,5,0,100.00%
https://www.bankfivenine.com/business/lending/business-credit-cards/,/business/lending/business-credit-cards,Service,200,Business Credit Cards | Bank Five Nine,"Our industry-leading business credit cards offer competitive pricing, combined with a full range of reward options. Contact us tp learn more & apply now!",Business Credit Cards,15,24,-38%,1596,1179,35%,22,26,-18.18%,10,18,-80.00%
https://www.bankfivenine.com/business/lending/business-line-of-credit/,/business/lending/business-line-of-credit,Service,200,Open A Business Line of Credit | Bank Five Nine,"Fund your short-term working capital needs with a business line of credit. For more information on how businesses obtain & use credit, contact us.",Business Line of Credit,1,7,-86%,500,478,5%,4,11,-175.00%,0,2,N/A
https://www.bankfivenine.com/business/lending/commercial-real-estate-loans/,/business/lending/commercial-real-estate-loans,Service,200,Commercial Real Estate Loans | Bank Five Nine,Commercial real estate loans from Bank Five Nine help small business owners & commercial real estate investors provide financing to help investments grow.,Commercial Real Estate Loans,5,6,-17%,824,667,24%,20,12,40.00%,1,2,-100.00%
https://www.bankfivenine.com/business/lending/sba-loan-solutions/,/business/lending/sba-loan-solutions,Service,200,SBA Lenders & Loan Solutions | Bank Five Nine,"Bank Five Nine is one of the top SBA lenders in Wisconsin, & a top 30 lender in the nation for SBA loan solutions. Contact a commercial lender today!",SBA Lending,48,39,23%,4683,5473,-14%,70,54,22.86%,10,9,10.00%
https://www.bankfivenine.com/business/lending/standby-letters-of-credit/,/business/lending/standby-letters-of-credit,Service,200,Standby Letters Of Credit | Bank Five Nine,Standby letters of credit support business contracts & purchase agreements & ensure your creditworthiness to vendors. Contact a commercial lender today.,Standby Letters of Credit,1,0,N/A,75,9,733%,11,4,63.64%,0,0,N/A
https://www.bankfivenine.com/personal/banking/,/personal/banking,Service,200,Personal Banking Services | Bank Five Nine,"Bank Five Nine offers a variety of personal banking services, including checking, savings, debit, credit & more. We're ready to help. Give us a call!",Personal Banking Services,149,186,-20%,76804,81754,-6%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
https://www.bankfivenine.com/personal/banking/credit-cards/,/personal/banking/credit-cards,Service,200,Consumer & Business Credit Cards | Bank Five Nine,Bank Five Nine offers both consumer & business credit cards with competitive pricing & a full range of reward options. We'll find a card that works for you.,Credit Cards,114,75,52%,1666,2301,-28%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
https://www.bankfivenine.com/personal/banking/current-rates/,/personal/banking/current-rates,Service,200,Current Rates - Bank Five Nine,"Check Bank Five Nine's current rates for savings, loans, and more. Stay updated on the latest rates to make informed financial decisions.",Bank Five Nine Rates,1128,1241,-9%,19114,15163,26%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
https://www.bankfivenine.com/personal/banking/kids-accounts/good-savers-scholarship/,/personal/banking/kids-accounts/good-savers-scholarship,Service,200,Good Savers Scholarship - Bank Five Nine,Learn about BankFive Nine's Good Savers Scholarship for kids. Encourage good saving habits and help your child earn a scholarship for their future.,Good Savers Scholarship,26,18,44%,335,240,40%,55,25,54.55%,0,0,N/A
https://www.bankfivenine.com/personal/banking/mobile-banking/manage-my-debit-card/,/personal/banking/mobile-banking/manage-my-debit-card,Service,200,Manage My Debit Card - Bank Five Nine,"Take control of your finances with BankFiveNine's mobile banking. Easily manage your debit card, monitor transactions, and set alerts from your phone.",Manage My Debit Card,11,6,83%,425,341,25%,7,11,-57.14%,0,0,N/A
https://www.bankfivenine.com/personal/banking/money-market/,/personal/banking/money-market,Service,200,Money Market Accounts | Bank Five Nine,Earn more on your deposit with long-term Money Market savings accounts. Learn more about these low-risk investments & give one of our personal bankers a call.,Money Market Accounts,73,76,-4%,5167,5623,-8%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
https://www.bankfivenine.com/personal/banking/personal-savings-accounts/,/personal/banking/personal-savings-accounts,Service,200,"Personal Savings Accounts | Money Markets, CDs & IRAs",Choose from a variety of personal savings options to best fit your goals. Open an account online or contact a personal banker to discuss your unique needs.,Personal Savings Accounts,64,83,-23%,9437,9184,3%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
